"DOI","Authors","Title","Source","Year","TotalCitation","TCperYear","NTC","SR","students","human","regression analysis","compressive strength","Assigned_cluster","pagerank"
"10.1080/20479700.2017.1399236","","RETRACTED ARTICLE: A SIMULATION MODEL FOR PERFORMANCE EVALUATION OF RESOURCES IN A RADIOLOGY DEPARTMENT (INTERNATIONAL JOURNAL OF HEALTHCARE MANAGEMENT, (2022), 15, 1, (I-VIII), 10.1080/20479700.2017.1399236)","INTERNATIONAL JOURNAL OF HEALTHCARE MANAGEMENT","2022","1","0.333","0.794","NA, 2022, INT J HEALTHC MANAGE","0.000","1.000","0.000","0.000","human","0.058"
"10.1155/2022/2996960","ZHANG M","REAL-TIME GENERATION METHOD OF OIL PAINTING STYLE BRUSHSTROKES BASED ON INVERSE REINFORCEMENT LEARNING","MOBILE INFORMATION SYSTEMS","2022","1","0.333","0.794","ZHANG M, 2022, MOB INF SYS-a","0.000","1.000","0.000","0.000","human","0.013"
"10.1177/1460458219893850","KHALEELUR RAHIMAN PF;JAYANTHI VS;JAYANTHI AN","RETRACTED: SPEECH ENHANCEMENT METHOD USING DEEP LEARNING APPROACH FOR HEARING-IMPAIRED LISTENERS","HEALTH INFORMATICS JOURNAL","2021","1","0.250","0.177","KHALEELUR RAHIMAN PF, 2021, HEALTH INFORMATICS J","0.000","1.000","0.000","0.000","human","0.002"
"10.1016/j.paid.2020.110496","BROWN M;SACCO DF;DREA KM","SOCIALLY DOMINANT WOMEN STRATEGICALLY BUILD COALITIONS OF STRONG MEN IN RESOURCE-RICH ENVIRONMENTS","PERSONALITY AND INDIVIDUAL DIFFERENCES","2021","1","0.250","0.177","BROWN M, 2021, PERS INDIVID DIFFER","0.000","1.000","0.000","0.000","human","0.121"
"10.1177/0962280216680651","HO Y-Y;NHU VO T;CHU H;LESAGE MG;LUO X;LE CT","A BAYESIAN HIERARCHICAL MODEL FOR DEMAND CURVE ANALYSIS","STATISTICAL METHODS IN MEDICAL RESEARCH","2018","1","0.143","0.033","HO Y-Y, 2018, STAT METHODS MED RES","0.000","1.000","0.000","0.000","human","0.002"
"10.1007/s11205-016-1296-3","KAPTAN K","RETRACTED ARTICLE: PROBABILITY OF BEING ‘MULTIDIMENSIONAL’ POOR","SOCIAL INDICATORS RESEARCH","2017","1","0.125","0.054","KAPTAN K, 2017, SOC INDIC RES","0.000","1.000","0.000","0.000","human","0.003"
"10.1016/j.actpsy.2018.08.021","DOLK T;FREIGANG C;BOGON J;DREISBACH G","AUDITORY (DIS-)FLUENCY TRIGGERS SEQUENTIAL PROCESSING ADJUSTMENTS","ACTA PSYCHOLOGICA","2018","1","0.143","0.033","DOLK T, 2018, ACTA PSYCHOL","0.000","1.000","0.000","0.000","human","0.162"
"10.1177/0956797617749637","DONG P;ZHONG C-B","VISUAL DARKNESS REDUCES PERCEIVED RISK OF CONTAGIOUS-DISEASE TRANSMISSION FROM INTERPERSONAL INTERACTION","PSYCHOLOGICAL SCIENCE","2018","1","0.143","0.033","DONG P, 2018, PSYCHOL SCI","0.000","1.000","0.000","0.000","human","0.003"
"10.1016/j.marpol.2017.08.013","HEYLEN BC","PROTECTING MARINE TOP PREDATORS THROUGH ADAPTIVE AND DYNAMIC MANAGEMENT","MARINE POLICY","2017","1","0.125","0.054","HEYLEN BC, 2017, MAR POLICY","0.000","0.600","0.400","0.000","human","0.005"
"10.1111/j.2044-8309.2010.02002.x","NOORDEWIER MK;STAPEL DA","WHEN FAILURE FEELS BETTER THAN SUCCESS: SELF-SALIENCE, SELF-CONSISTENCY, AND AFFECT","BRITISH JOURNAL OF SOCIAL PSYCHOLOGY","2011","1","0.071","0.025","NOORDEWIER MK, 2011, BR J SOC PSYCHOL","0.000","1.000","0.000","0.000","human","0.174"
"10.1177/0962280208098666","MWAMBI H;RAMROOP S;SHKEDY Z;MOLENBERGHS G","ERRATUM: A FREQUENTIST APPROACH TO ESTIMATING THE FORCE OF INFECTION AND THE RECOVERY RATE FOR A RESPIRATORY DISEASE AMONG INFANTS IN COASTAL KENYA (STATISTICAL METHODS IN MEDICAL RESEARCH (FEBRUARY 2009)","STATISTICAL METHODS IN MEDICAL RESEARCH","2011","1","0.071","0.025","MWAMBI H, 2011, STAT METHODS MED RES","0.000","1.000","0.000","0.000","human","0.004"
"10.2466/PMS.106.1.63-66","GUÉGUEN N;FISCHER-LOKOU J;LEFEBVRE L;LAMY L","WOMEN'S EYE CONTACT AND MEN'S LATER INTEREST: TWO FIELD EXPERIMENTS","PERCEPTUAL AND MOTOR SKILLS","2008","1","0.059","0.035","GUÉGUEN N, 2008, PERCEPT MOT SKILLS","0.000","1.000","0.000","0.000","human","0.208"
"10.2466/pms.1972.35.3.945","EYSENCK HJ;SOUEIF M","AN EMPIRICAL TEST OF THE THEORY OF SEXUAL SYMBOLISM.","PERCEPTUAL AND MOTOR SKILLS","1972","1","0.019","0.167","EYSENCK HJ, 1972, PERCEPT MOT SKILLS","0.000","1.000","0.000","0.000","human","0.213"
"10.2466/pms.1969.28.3.992","EYSENCK HJ","A NEW THEORY OF POST-REST UPSWING OR ""WARM-UP"" IN MOTOR LEARNING.","PERCEPTUAL AND MOTOR SKILLS","1969","1","0.018","1.000","EYSENCK HJ, 1969, PERCEPT MOT SKILLS","0.000","1.000","0.000","0.000","human","0.081"
"10.1155/2022/7545016","HUANG M","UNIVERSITY EDUCATION MANAGEMENT MODEL BASED ON ARTIFICIAL INTELLIGENCE PROGRAMMING AND ANALYSIS TECHNOLOGY FOUNDATION FOR BUILDING MODELS AND APPLICATIONS","MOBILE INFORMATION SYSTEMS","2022","0","0.000","0.000","HUANG M, 2022, MOB INF SYS","0.364","0.636","0.000","0.000","human","0.005"
"10.1002/acp.3731","","WITHDRAWAL TO: THE IMPACT OF INDUCING TROUBLESHOOTING STRATEGIES VIA VISUAL AIDS ON PERFORMANCE IN A COMPUTERIZED DIGITAL NETWORK TASK (APPLIED COGNITIVE PSYCHOLOGY, 2020)","APPLIED COGNITIVE PSYCHOLOGY","2021","0","0.000","0.000","NA, 2021, APPL COGN PSYCHOL","0.000","1.000","0.000","0.000","human","0.001"
"10.1016/j.aap.2020.105671","JIN W;CHOWDHURY M;SALEK MS;KHAN SM;GERARD P","INVESTIGATING HIERARCHICAL EFFECTS OF ADAPTIVE SIGNAL CONTROL SYSTEM ON CRASH SEVERITY USING RANDOM-PARAMETER ORDERED REGRESSION MODELS INCORPORATING OBSERVED HETEROGENEITY","ACCIDENT ANALYSIS AND PREVENTION","2020","0","0.000","0.000","JIN W, 2020, ACCID ANAL PREV","0.000","1.000","0.000","0.000","human","0.061"
"10.1093/bioinformatics/btu701","PATHAK S;RAJASEKARAN S","LFQC: A LOSSLESS COMPRESSION ALGORITHM FOR FASTQ FILES","BIOINFORMATICS","2019","0","0.000","0.000","PATHAK S, 2019, BIOINFORMATICS","0.255","0.745","0.000","0.000","human","0.044"
"10.1002/sim.8145","SHUSTER JJ;HANDLER M","WITHDRAWN: HOW TO INVESTIGATE AN ACCUSED SERIAL SEXUAL HARASSER, (STATISTICS IN MEDICINE., (2019), (1–4), 10.1002/SIM.8145)","STATISTICS IN MEDICINE","2019","0","0.000","0.000","SHUSTER JJ, 2019, STAT MED","0.000","1.000","0.000","0.000","human","0.048"
"10.1007/s00267-013-0225-3","LEI Y;YU H;WANG J;HUANG X","RETRACTED ARTICLE: TYPHOON DISASTERS AND ADAPTIVE GOVERNANCE IN GUANGDONG, CHINA","ENVIRONMENTAL MANAGEMENT","2014","0","0.000","0.000","LEI Y, 2014, ENVIRON MANAGE","0.000","1.000","0.000","0.000","human","0.004"
"10.1007/s00267-013-0225-3","","ERRATUM: RETRACTED ARTICLE: TYPHOON DISASTERS AND ADAPTIVE GOVERNANCE IN GUANGDONG, CHINA (ENVIRONMENTAL MANAGEMENT (2014) 53 3 (713) DOI: 10.1007/S00267-013-0225-3)","ENVIRONMENTAL MANAGEMENT","2014","0","0.000","0.000","NA, 2014, ENVIRON MANAGE","0.000","1.000","0.000","0.000","human","0.003"
"10.1016/j.ijmedinf.2011.08.013","DERAY K;SIMOFF S","DESIGNING FOR HEALTHY LIVING: SUPPORTING REFLECTIVITY ON INTERACTIONS IN HEALTHCARE","INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","2011","0","0.000","0.000","DERAY K, 2011, INT J MED INFORMATICS","0.263","0.737","0.000","0.000","human","0.148"
"10.1080/01441640500124779","FLYVBJERG B;SKAMRIS HOLM MK;BUHL SØL","INACCURACY IN TRAFFIC FORECASTS","TRANSPORT REVIEWS","2006","153","8.053","3.234","FLYVBJERG B, 2006, TRANSP REV","0.000","0.000","1.000","0.000","regression analysis","0.003"
"10.1007/s10845-017-1306-6","MANSOURI I;SHARIATI M;SAFA M;IBRAHIM Z;TAHIR MM;PETKOVIĆ D","ANALYSIS OF INFLUENTIAL FACTORS FOR PREDICTING THE SHEAR STRENGTH OF A V-SHAPED ANGLE SHEAR CONNECTOR IN COMPOSITE BEAMS USING AN ADAPTIVE NEURO-FUZZY TECHNIQUE","JOURNAL OF INTELLIGENT MANUFACTURING","2019","127","21.167","7.102","MANSOURI I, 2019, J INTELL MANUF","0.000","0.000","0.676","0.324","regression analysis","0.018"
"10.1016/j.eswa.2008.10.025","LI T-S;HUANG H-H","APPLYING TRIZ AND FUZZY AHP TO DEVELOP INNOVATIVE DESIGN FOR AUTOMATED MANUFACTURING SYSTEMS","EXPERT SYSTEMS WITH APPLICATIONS","2009","91","5.688","1.780","LI T-S, 2009, EXPERT SYS APPL","0.339","0.000","0.661","0.000","regression analysis","0.021"
"10.1002/smj.2196","CAIN DM;MOORE DA;HARAN U","MAKING SENSE OF OVERCONFIDENCE IN MARKET ENTRY","STRATEGIC MANAGEMENT JOURNAL","2015","86","8.600","3.104","CAIN DM, 2015, STRATEGIC MANAGE J","0.000","0.000","1.000","0.000","regression analysis","0.007"
"10.1016/j.eswa.2008.12.035","NOORI R;ABDOLI MA;FAROKHNIA A;ABBASI M","RESULTS UNCERTAINTY OF SOLID WASTE GENERATION FORECASTING BY HYBRID OF WAVELET TRANSFORM-ANFIS AND WAVELET TRANSFORM-NEURAL NETWORK","EXPERT SYSTEMS WITH APPLICATIONS","2009","82","5.125","1.604","NOORI R, 2009, EXPERT SYS APPL","0.000","0.000","1.000","0.000","regression analysis","0.031"
"10.1016/j.ijpe.2006.07.001","LO S-T;WEE H-M;HUANG W-C","AN INTEGRATED PRODUCTION-INVENTORY MODEL WITH IMPERFECT PRODUCTION PROCESSES AND WEIBULL DISTRIBUTION DETERIORATION UNDER INFLATION","INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","2007","69","3.833","2.218","LO S-T, 2007, INT J PROD ECON","0.333","0.000","0.667","0.000","regression analysis","0.007"
"10.1016/j.apenergy.2011.02.033","TANG Y;MENG M;ZHANG J;LU Y","EFFICIENT PREPARATION OF BIODIESEL FROM RAPESEED OIL OVER MODIFIED CAO","APPLIED ENERGY","2011","63","4.500","1.549","TANG Y, 2011, APPL ENERGY","0.000","0.000","1.000","0.000","regression analysis","0.006"
"10.1016/j.jom.2007.10.004","OKE A;IDIAGBON-OKE M;WALUMBWA F","THE RELATIONSHIP BETWEEN BROKERS' INFLUENCE, STRENGTH OF TIES AND NPD PROJECT OUTCOMES IN INNOVATION-DRIVEN HORIZONTAL NETWORKS","JOURNAL OF OPERATIONS MANAGEMENT","2008","49","2.882","1.723","OKE A, 2008, J OPER MANAGE","0.000","0.000","1.000","0.000","regression analysis","0.011"
"10.1016/j.landusepol.2020.104574","SARKER MNI;WU M;ALAM GMM;SHOUSE RC","LIFE IN RIVERINE ISLANDS IN BANGLADESH: LOCAL ADAPTATION STRATEGIES OF CLIMATE VULNERABLE RIVERINE ISLAND DWELLERS FOR LIVELIHOOD RESILIENCE","LAND USE POLICY","2020","47","9.400","2.809","SARKER MNI, 2020, LAND USE POLICY-a","0.000","0.000","1.000","0.000","regression analysis","0.010"
"10.1016/j.landusepol.2019.04.013","CAO Q;SARKER MNI;SUN J","MODEL OF THE INFLUENCING FACTORS OF THE WITHDRAWAL FROM RURAL HOMESTEADS IN CHINA: APPLICATION OF GROUNDED THEORY METHOD","LAND USE POLICY","2019","47","7.833","2.628","CAO Q, 2019, LAND USE POLICY","0.000","0.000","1.000","0.000","regression analysis","0.013"
"10.1016/j.tele.2015.03.002","MOHAMMADI H","FACTORS AFFECTING THE E-LEARNING OUTCOMES: AN INTEGRATION OF TAM AND IS SUCCESS MODEL","TELEMATICS AND INFORMATICS","2015","47","4.700","1.696","MOHAMMADI H, 2015, TELEMATICS INF","0.387","0.000","0.613","0.000","regression analysis","0.015"
"10.1016/j.techfore.2006.05.007","SHIN DH","POTENTIAL USER FACTORS DRIVING ADOPTION OF IPTV. WHAT ARE CUSTOMERS EXPECTING FROM IPTV?","TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","2007","45","2.500","1.447","SHIN DH, 2007, TECHNOL FORECAST SOC CHANGE","0.071","0.000","0.929","0.000","regression analysis","0.028"
"10.1016/j.respol.2008.10.009","LICHTENTHALER U","THE ROLE OF CORPORATE TECHNOLOGY STRATEGY AND PATENT PORTFOLIOS IN LOW-, MEDIUM- AND HIGH-TECHNOLOGY FIRMS","RESEARCH POLICY","2009","41","2.563","0.802","LICHTENTHALER U, 2009, RES POLICY","0.000","0.000","1.000","0.000","regression analysis","0.004"
"10.1016/j.enpol.2012.08.024","YUAN J;XU Y;HU Z","DELIVERING POWER SYSTEM TRANSITION IN CHINA","ENERGY POLICY","2012","38","2.923","1.388","YUAN J, 2012, ENERGY POLICY","0.000","0.000","1.000","0.000","regression analysis","0.018"
"10.1016/j.eneco.2019.02.002","BEDOUI R;BRAIEK S;GUESMI K;CHEVALLIER J","ON THE CONDITIONAL DEPENDENCE STRUCTURE BETWEEN OIL, GOLD AND USD EXCHANGE RATES: NESTED COPULA BASED GJR-GARCH MODEL","ENERGY ECONOMICS","2019","36","6.000","2.013","BEDOUI R, 2019, ENERGY ECON","0.000","0.000","1.000","0.000","regression analysis","0.009"
"10.1016/j.eswa.2008.09.055","MEHRARA M;MOEINI A;AHRARI M;ERFANIFARD A","INVESTIGATING THE EFFICIENCY IN OIL FUTURES MARKET BASED ON GMDH APPROACH","EXPERT SYSTEMS WITH APPLICATIONS","2009","35","2.188","0.685","MEHRARA M, 2009, EXPERT SYS APPL","0.000","0.428","0.572","0.000","regression analysis","0.014"
"10.1016/j.landusepol.2020.104720","SARKER MNI;WU M;ALAM GM;SHOUSE RC","LIVELIHOOD DIVERSIFICATION IN RURAL BANGLADESH: PATTERNS AND DETERMINANTS IN DISASTER PRONE RIVERINE ISLANDS","LAND USE POLICY","2020","32","6.400","1.913","SARKER MNI, 2020, LAND USE POLICY-a-b","0.000","0.192","0.808","0.000","regression analysis","0.027"
"10.1007/s10696-006-9006-0","DEIF AM;ELMARAGHY W","EFFECT OF RECONFIGURATION COSTS ON PLANNING FOR CAPACITY SCALABILITY IN RECONFIGURABLE MANUFACTURING SYSTEMS","INTERNATIONAL JOURNAL OF FLEXIBLE MANUFACTURING SYSTEMS","2006","31","1.632","0.655","DEIF AM, 2006, INT J FLEXIBLE MANUF SYST","0.000","0.000","1.000","0.000","regression analysis","0.008"
"10.1016/j.techfore.2008.07.002","LICHTENTHALER U;LICHTENTHALER E;FRISHAMMAR J","TECHNOLOGY COMMERCIALIZATION INTELLIGENCE: ORGANIZATIONAL ANTECEDENTS AND PERFORMANCE CONSEQUENCES","TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","2009","28","1.750","0.548","LICHTENTHALER U, 2009, TECHNOL FORECAST SOC CHANGE","0.000","0.000","1.000","0.000","regression analysis","0.010"
"10.1016/j.landusepol.2020.104599","SARKER MNI;WU M;ALAM GM;SHOUSE RC","LIVELIHOOD RESILIENCE OF RIVERINE ISLAND DWELLERS IN THE FACE OF NATURAL DISASTERS: EMPIRICAL EVIDENCE FROM BANGLADESH","LAND USE POLICY","2020","27","5.400","1.614","SARKER MNI, 2020, LAND USE POLICY","0.000","0.000","1.000","0.000","regression analysis","0.014"
"10.1002/2016WR020060","BERGSTAD M;OR D;WITHERS PJ;SHOKRI N","THE INFLUENCE OF NACL CONCENTRATION ON SALT PRECIPITATION IN HETEROGENEOUS POROUS MEDIA","WATER RESOURCES RESEARCH","2017","27","3.375","1.468","BERGSTAD M, 2017, WATER RESOUR RES","0.000","0.000","1.000","0.000","regression analysis","0.004"
"10.1007/s00477-014-0901-8","PETKOVIĆ D;SHAMSHIRBAND S;ANUAR NB;NAJI S;MAT KIAH ML;GANI A","ADAPTIVE NEURO-FUZZY EVALUATION OF WIND FARM POWER PRODUCTION AS FUNCTION OF WIND SPEED AND DIRECTION","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","2015","27","2.700","0.975","PETKOVIĆ D, 2015, STOCH ENVIRON RES RISK ASSESS","0.000","0.000","1.000","0.000","regression analysis","0.020"
"10.1016/j.jclepro.2020.124291","KARIMIPOUR A;EDALATI M","INFLUENCE OF UNTREATED COAL AND RECYCLED AGGREGATES ON THE MECHANICAL PROPERTIES OF GREEN CONCRETE","JOURNAL OF CLEANER PRODUCTION","2020","25","5.000","1.494","KARIMIPOUR A, 2020, J CLEAN PROD","0.000","0.000","0.625","0.375","regression analysis","0.005"
"10.1016/j.eswa.2007.12.004","TSENG C-H;CHENG S-T;WANG Y-H","NEW HYBRID METHODOLOGY FOR STOCK VOLATILITY PREDICTION","EXPERT SYSTEMS WITH APPLICATIONS","2009","25","1.563","0.489","TSENG C-H, 2009, EXPERT SYS APPL","0.333","0.000","0.667","0.000","regression analysis","0.012"
"10.1002/smj.1951","LICHTENTHALER U;ERNST H","INTEGRATED KNOWLEDGE EXPLOITATION: THE COMPLEMENTARITY OF PRODUCT DEVELOPMENT AND TECHNOLOGY LICENSING","STRATEGIC MANAGEMENT JOURNAL","2012","24","1.846","0.876","LICHTENTHALER U, 2012, STRATEGIC MANAGE J","0.000","0.000","1.000","0.000","regression analysis","0.004"
"10.1016/j.apenergy.2012.02.078","SANAYE S;DEHGHANDOKHT M;FARTAJ A","TEMPERATURE CONTROL OF A CABIN IN AN AUTOMOBILE USING THERMAL MODELING AND FUZZY CONTROLLER","APPLIED ENERGY","2012","24","1.846","0.876","SANAYE S, 2012, APPL ENERGY","0.000","0.000","1.000","0.000","regression analysis","0.009"
"10.1111/j.1468-0106.2009.00431.x","CHO J;KEUM J","DUALISM IN JOB STABILITY OF THE KOREAN LABOUR MARKET: THE IMPACT OF THE 1997 FINANCIAL CRISIS","PACIFIC ECONOMIC REVIEW","2009","23","1.438","0.450","CHO J, 2009, PAC ECON REV","0.000","0.143","0.857","0.000","regression analysis","0.011"
"10.1016/j.landusepol.2017.02.018","FARZANEH M;ALLAHYARI MS;DAMALAS CA;SEIDAVI A","CROP INSURANCE AS A RISK MANAGEMENT TOOL IN AGRICULTURE: THE CASE OF SILK FARMERS IN NORTHERN IRAN","LAND USE POLICY","2017","22","2.750","1.196","FARZANEH M, 2017, LAND USE POLICY","0.000","0.000","1.000","0.000","regression analysis","0.011"
"10.1080/0953531022000024824","MEYER M","TRACING KNOWLEDGE FLOWS IN INNOVATION SYSTEMS - AN INFORMETRIC PERSPECTIVE ON FUTURE RESEARCH ON SCIENCE-BASED INNOVATION","ECONOMIC SYSTEMS RESEARCH","2002","21","0.913","0.560","MEYER M, 2002, ECON SYST RES","0.000","0.000","1.000","0.000","regression analysis","0.010"
"10.1002/atr.1429","SAGHAPOUR T;MORIDPOUR S;THOMPSON RG","MODELING ACCESS TO PUBLIC TRANSPORT IN URBAN AREAS","JOURNAL OF ADVANCED TRANSPORTATION","2016","19","2.111","0.982","SAGHAPOUR T, 2016, J ADV TRANSP","0.000","0.000","1.000","0.000","regression analysis","0.007"
"10.1007/s00477-015-1056-y","GOCIĆ M;MOTAMEDI S;SHAMSHIRBAND S;PETKOVIĆ D;HASHIM R","POTENTIAL OF ADAPTIVE NEURO-FUZZY INFERENCE SYSTEM FOR EVALUATION OF DROUGHT INDICES","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","2015","19","1.900","0.686","GOCIĆ M, 2015, STOCH ENVIRON RES RISK ASSESS","0.000","0.000","1.000","0.000","regression analysis","0.035"
"10.1016/j.apenergy.2015.11.026","FRANCESCH-HUIDOBRO M","CLIMATE CHANGE AND ENERGY POLICIES IN SHANGHAI: A MULTILEVEL GOVERNANCE PERSPECTIVE","APPLIED ENERGY","2016","18","2.000","0.930","FRANCESCH-HUIDOBRO M, 2016, APPL ENERGY","0.059","0.000","0.941","0.000","regression analysis","0.024"
"10.1016/j.eswa.2010.11.060","HSU K-T","USING A BACK PROPAGATION NETWORK COMBINED WITH GREY CLUSTERING TO FORECAST POLICYHOLDER DECISION TO PURCHASE INVESTMENT-INKED INSURANCE","EXPERT SYSTEMS WITH APPLICATIONS","2011","18","1.286","0.443","HSU K-T, 2011, EXPERT SYS APPL","0.000","0.000","1.000","0.000","regression analysis","0.018"
"10.1016/j.respol.2009.11.011","LICHTENTHALER U","DETERMINANTS OF PROACTIVE AND REACTIVE TECHNOLOGY LICENSING: A CONTINGENCY PERSPECTIVE","RESEARCH POLICY","2010","18","1.200","0.702","LICHTENTHALER U, 2010, RES POLICY","0.000","0.000","1.000","0.000","regression analysis","0.012"
"10.1093/restud/rdy054","HAGGAG K;POPE DG;BRYANT-LEES KB;BOS MW","ATTRIBUTION BIAS IN CONSUMER CHOICE","REVIEW OF ECONOMIC STUDIES","2019","17","2.833","0.951","HAGGAG K, 2019, REV ECON STUD","0.000","0.078","0.922","0.000","regression analysis","0.019"
"10.1016/j.landusepol.2018.01.035","ALLAHYARI MS;DAMALAS CA;DAGHIGHI MASOULEH Z;GHORBANI M","LAND CONSOLIDATION SUCCESS IN PADDY FIELDS OF NORTHERN IRAN: AN ASSESSMENT BASED ON FARMERS’ SATISFACTION","LAND USE POLICY","2018","16","2.286","0.530","ALLAHYARI MS, 2018, LAND USE POLICY","0.000","0.000","0.722","0.278","regression analysis","0.010"
"10.1080/01446190600601602","WONG JTY;HUI ECM","CONSTRUCTION PROJECT RISKS: FURTHER CONSIDERATIONS FOR CONSTRUCTORS' PRICING IN HONG KONG","CONSTRUCTION MANAGEMENT AND ECONOMICS","2006","16","0.842","0.338","WONG JTY, 2006, CONSTR MANAGE ECON","0.000","0.031","0.969","0.000","regression analysis","0.038"
"10.1080/00207540902865746","WANG F;LIN J;LIU X","THREE-DIMENSIONAL MODEL OF CUSTOMER ORDER DECOUPLING POINT POSITION IN MASS CUSTOMISATION","INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","2010","15","1.000","0.585","WANG F, 2010, INT J PROD RES","0.000","0.000","1.000","0.000","regression analysis","0.009"
"10.1016/j.jclepro.2022.132415","ZHANG J;GUO Q;DU C;WEI R","QUANTIFYING THE EFFECT OF ANTHROPOGENIC ACTIVITIES ON WATER QUALITY CHANGE IN THE YANGTZE RIVER FROM 1981 TO 2019","JOURNAL OF CLEANER PRODUCTION","2022","14","4.667","11.110","ZHANG J, 2022, J CLEAN PROD","0.000","0.469","0.531","0.000","regression analysis","0.010"
"10.1016/j.cie.2010.04.003","WANG S-D;ZHOU Y-W","SUPPLY CHAIN COORDINATION MODELS FOR NEWSVENDOR-TYPE PRODUCTS: CONSIDERING ADVERTISING EFFECT AND TWO PRODUCTION MODES","COMPUTERS AND INDUSTRIAL ENGINEERING","2010","14","0.933","0.546","WANG S-D, 2010, COMPUT IND ENG","0.000","0.000","1.000","0.000","regression analysis","0.014"
"10.1016/j.ijpe.2010.03.004","WANG S-D;ZHOU Y-W;WANG J-P","COORDINATING ORDERING, PRICING AND ADVERTISING POLICIES FOR A SUPPLY CHAIN WITH RANDOM DEMAND AND TWO PRODUCTION MODES","INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","2010","14","0.933","0.546","WANG S-D, 2010, INT J PROD ECON","0.000","0.000","1.000","0.000","regression analysis","0.025"
"10.1016/S0959-3780(00)00058-3","VINE EL;SATHAYE JA;MAKUNDI WR","AN OVERVIEW OF GUIDELINES AND ISSUES FOR THE MONITORING, EVALUATION, REPORTING, VERIFICATION, AND CERTIFICATION OF FORESTRY PROJECTS FOR CLIMATE CHANGE MITIGATION","GLOBAL ENVIRONMENTAL CHANGE","2001","14","0.583","1.333","VINE EL, 2001, GLOBAL ENVIRON CHANGE","0.000","0.000","1.000","0.000","regression analysis","0.005"
"10.1016/j.is.2017.06.003","HU W;WANG H;PENG C;LIANG H;DU B","AN EVENT DETECTION METHOD FOR SOCIAL NETWORKS BASED ON LINK PREDICTION","INFORMATION SYSTEMS","2017","13","1.625","0.707","HU W, 2017, INF SYST","0.000","0.000","1.000","0.000","regression analysis","0.005"
"10.1007/s00477-015-1116-3","KARIMINIA S;MOTAMEDI S;SHAMSHIRBAND S;PETKOVIĆ D;ROY C;HASHIM R","ADAPTATION OF ANFIS MODEL TO ASSESS THERMAL COMFORT OF AN URBAN SQUARE IN MODERATE AND DRY CLIMATE","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","2016","13","1.444","0.672","KARIMINIA S, 2016, STOCH ENVIRON RES RISK ASSESS","0.000","0.000","1.000","0.000","regression analysis","0.038"
"10.1016/j.tre.2008.11.002","LIU C-S;LAI M-Y","THE VEHICLE ROUTING PROBLEM WITH UNCERTAIN DEMAND AT NODES","TRANSPORTATION RESEARCH PART E: LOGISTICS AND TRANSPORTATION REVIEW","2009","13","0.813","0.254","LIU C-S, 2009, TRANSP RES PART E LOGIST TRANSP REV","0.308","0.000","0.692","0.000","regression analysis","0.016"
"10.1016/j.apenergy.2018.03.173","WIDYOLAR B;JIANG L;FERRY J;WINSTON R","EXPERIMENTAL PERFORMANCE OF A TWO-STAGE (50X) PARABOLIC TROUGH COLLECTOR TESTED TO 650 °C USING A SUSPENDED PARTICULATE (ALUMINA) HTF","APPLIED ENERGY","2018","12","1.714","0.398","WIDYOLAR B, 2018, APPL ENERGY","0.196","0.000","0.804","0.000","regression analysis","0.012"
"10.1029/2018WR022614","BERGSTAD M;OR D;WITHERS PJ;SHOKRI N","EVAPORATION DYNAMICS AND NACL PRECIPITATION ON CAPILLARITY-COUPLED HETEROGENEOUS POROUS SURFACES","WATER RESOURCES RESEARCH","2018","12","1.714","0.398","BERGSTAD M, 2018, WATER RESOUR RES","0.000","0.000","1.000","0.000","regression analysis","0.004"
"10.1093/icc/dtq041","LICHTENTHALER U","OUTWARD KNOWLEDGE TRANSFER: THE IMPACT OF PROJECT-BASED ORGANIZATION ON PERFORMANCE","INDUSTRIAL AND CORPORATE CHANGE","2010","11","0.733","0.429","LICHTENTHALER U, 2010, IND CORP CHANGE","0.000","0.000","1.000","0.000","regression analysis","0.009"
"10.1016/j.aap.2006.10.016","ATAHAN AO","A RECOMMENDED SPECIFICATION FOR HEAVY VEHICLE REAR UNDERRUN GUARDS","ACCIDENT ANALYSIS AND PREVENTION","2007","11","0.611","0.354","ATAHAN AO, 2007, ACCID ANAL PREV","0.000","0.421","0.579","0.000","regression analysis","0.156"
"10.1111/j.1468-2478.2005.00373.x","ROSE EA","FROM A PUNITIVE TO A BARGAINING MODEL OF SANCTIONS: LESSONS FROM IRAQ","INTERNATIONAL STUDIES QUARTERLY","2005","10","0.500","0.038","ROSE EA, 2005, INT STUD Q","0.000","0.000","1.000","0.000","regression analysis","0.005"
